,geometry,address
2416,POINT EMPTY,
2417,POINT EMPTY,
2418,POINT (-61.0676724 14.6027962),"Fort-de-France, Martinique, France"
2419,POINT (124.63707741045215 -9.346017100000001),"Timor, Nusa Tenggara Timur, Indonesia"
2420,POINT EMPTY,
2421,POINT EMPTY,
2422,POINT (32.816158 51.91383),"Орлівка, Новгород-Сіверська міська громада, Новгород-Сіверський район, Чернігівська область, 16070, Україна"
2423,POINT EMPTY,
2424,POINT (-4.9546277 54.7234041),"Port Logan, Dumfries and Galloway, Alba / Scotland, DG9 9NL, United Kingdom"
2425,POINT EMPTY,
2426,POINT (-99.0967626 42.9636101),"Naper, Boyd County, Nebraska, United States"
2427,POINT EMPTY,
2428,POINT (1.5979437 52.3209345),"Blythburgh, East Suffolk, Suffolk, England, United Kingdom"
2429,POINT EMPTY,
2430,POINT (-4.620250393209877 55.503242),"Preswick Prom, Esplanade, Prestwick, South Ayrshire, Alba / Scotland, KA9 1QN, United Kingdom"
2431,POINT EMPTY,
2432,POINT EMPTY,
2433,POINT (-100.6296 37.5419685),"Copeland, Gray County, Kansas, United States"
2434,POINT (-149.680909 64.4459613),"Alaska, United States"
2435,POINT EMPTY,
2436,POINT EMPTY,
2437,POINT (17.5961467 44.3053476),Bosna i Hercegovina / Босна и Херцеговина
2438,POINT (10.6848421 59.9063655),"Telemark, Bygdøy, Frogner, Oslo, 0286, Norge"
2439,POINT (18.065637681746146 47.735250300000004),"Alumetal Group Hungary Kft., Ipari park, Komárom, Komáromi járás, Komárom-Esztergom vármegye, Dunántúl, 2903, Magyarország"
2440,POINT (-3.0248007 53.3895177),"Birkenhead, Wirral, Liverpool City Region, England, CH41 2XU, United Kingdom"
2441,POINT (-119.6456844 36.3274502),"Hanford, Kings County, California, 93230, United States"
2442,POINT (8.512253409438468 59.57344535),"Seljord, Vestfold og Telemark, Norge"
2443,POINT EMPTY,
2444,POINT (0.0051153241109363 50.8746139),"Lewes, East Sussex, England, United Kingdom"
2445,POINT (-87.2109744 14.0938426),"Bus from Choluteca and Nicaragua ends here, 12 Calle, Barrio El Calvario, Comayagüela, Tegucigalpa, Distrito Central, Francisco Morazán, 12101, Honduras"
2446,POINT EMPTY,
2447,POINT EMPTY,
2448,POINT (-73.87336398511545 40.7757145),"LaGuardia Airport, 14th Road, Queens, City of New York, New York, 11371, United States"
2449,POINT (139.323536 35.464797),"厚木市, 神奈川県, 日本"
2450,POINT EMPTY,
2451,POINT EMPTY,
2452,POINT EMPTY,
2453,POINT EMPTY,
2454,POINT (-0.7350026 52.2007895),"High Street (near), Bedford Road East, Yardley Hastings, West Northamptonshire, England, NN7 1AT, United Kingdom"
2455,POINT (-74.5696573 9.3229035),"Santa Ana, Magdalena, Colombia"
2456,POINT EMPTY,
2457,POINT (-78.7297799 -1.9262626),"Chimborazo, Ecuador"
2458,POINT EMPTY,
2459,POINT (-78.8900409 33.6956461),"Myrtle Beach, Horry County, South Carolina, 29577, United States"
2460,POINT EMPTY,
2461,POINT (-74.06003621298285 40.857483),"Teterboro, Bergen County, New Jersey, 07608, United States"
2462,POINT EMPTY,
2463,POINT EMPTY,
2464,POINT EMPTY,
2465,POINT (167.5740472 9.1257934),"Kuwajleen, Ṃajeḷ"
2466,POINT (116.7691483 -31.8889034),"York, Shire Of York, Western Australia, 6302, Australia"
2467,POINT EMPTY,
2468,POINT EMPTY,
2469,POINT EMPTY,
2470,POINT (-51.113536 -30.009154),"Rua Dom Ferreira, Costa e Silva, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91150-022, Brasil"
2471,POINT EMPTY,
2472,POINT EMPTY,
2473,POINT (59.7166845 50.7014918),"Караганда, Домбаровский поссовет, Домбаровский район, Оренбургская область, Приволжский федеральный округ, Россия"
2474,POINT EMPTY,
2475,POINT (-104.81804459021362 39.7413131),"Comfort Suites Denver Near Anschutz Medical Campus, Eagle Street, Aurora, Adams County, Colorado, 80045, United States"
2476,POINT EMPTY,
2477,POINT EMPTY,
2478,POINT EMPTY,
2479,POINT (106.701938 10.7764772),"Thành phố Hồ Chí Minh, Việt Nam"
2480,POINT (-93.2654692 44.9772995),"Minneapolis, Hennepin County, Minnesota, United States"
2481,POINT EMPTY,
2482,POINT (-78.5766164791466 -1.31756525),"Salasaca, Pelileo, Tungurahua, Ecuador"
2483,POINT (54.1010923 17.0174945),"صلالة, محافظة ظفار, 999, عمان"
2484,POINT EMPTY,
2485,POINT (-2.0717988 53.5294281),"Near Birches Parade, Springhead, Alt, Lees, Oldham, Greater Manchester, England, OL4 5PZ, United Kingdom"
2486,POINT EMPTY,
2487,POINT (15.3125974 -4.3217055),"Kinshasa, République démocratique du Congo"
2488,POINT EMPTY,
2489,POINT (-99.1626332 19.3646628),"Avenida Popocatépetl, Unidad Habitacional Emiliano Zapata, Benito Juárez, Ciudad de México, 03310, México"
2490,POINT EMPTY,
2491,POINT (-25.473137391245295 37.80855645),"Ilha de São Miguel, Açores, Portugal"
2492,POINT (-77.0893094 38.8769326),"Arlington County, Virginia, United States"
2493,POINT (-81.518485 41.083064),"Akron, Summit County, Ohio, United States"
2494,POINT EMPTY,
2495,POINT EMPTY,
2496,POINT (4.9952268 45.587131),"Chaleyssin, Lotissement de La Sévenne, Saint-Just-Chaleyssin, Vienne, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38540, France"
2497,POINT EMPTY,
2498,POINT EMPTY,
2499,POINT EMPTY,
2500,POINT (67.7745938462678 24.85710585),"Jungshahi, سندھ, پاکستان"
2501,POINT (-97.1060062 18.8497366),"Orizaba, Veracruz, 94300, México"
2502,POINT (2.499789 48.934231),"Aulnay-sous-Bois, Le Raincy, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93600, France"
2503,POINT EMPTY,
2504,POINT EMPTY,
2505,POINT EMPTY,
2506,POINT (122.5799456 10.9522168),"Iloilo, Western Visayas, Philippines"
2507,POINT (-75.2326641 43.1009031),"City of Utica, Oneida County, New York, United States"
2508,POINT EMPTY,
2509,POINT (-50.3580098 -28.8836757),"Jaquirana, Região Geográfica Imediata de Vacaria, Região Geográfica Intermediária de Caxias do Sul, Rio Grande do Sul, Região Sul, Brasil"
2510,POINT EMPTY,
2511,POINT (-75.27619980073368 9.2045175),"Corozal, Montes de María, Sucre, Colombia"
2512,POINT EMPTY,
2513,POINT EMPTY,
2514,POINT (104.719221 56.6370122),"Иркутская область, Сибирский федеральный округ, Россия"
2515,POINT (-69.71439619327396 -36.07532195),"Rio Grande, Bardas Blancas, Distrito Río Grande, Departamento Malargüe, Mendoza, Argentina"
2516,POINT EMPTY,
2517,POINT EMPTY,
2518,POINT EMPTY,
2519,POINT (-50.8922333 -22.2294981),"Rancharia, Região Imediata de Presidente Prudente, Região Geográfica Intermediária de Presidente Prudente, São Paulo, Região Sudeste, 19600-000, Brasil"
2520,POINT (-94.4154787 33.4598415),"New Boston, Bowie County, 75570, United States"
2521,POINT EMPTY,
2522,POINT EMPTY,
2523,POINT EMPTY,
2524,POINT (13.5027631 59.3809146),"Karlstad, Karlstads kommun, Värmlands län, 652 24, Sverige"
2525,POINT (-37.0774655 -10.9162061),"Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, Brasil"
2526,POINT EMPTY,
2527,POINT (-135.5961111 57.3913889),"Near Point, Sitka, Alaska, United States"
2528,POINT (-0.0412392 16.2788129),"Gao, Cercle de Gao, Gao, Mali"
2529,POINT (147.4830623 -42.8212941),"Barilla Bay, City of Clarence, Tasmania, 7170, Australia"
2530,POINT (1.1652725 48.8395577),"Moisville, Évreux, Eure, Normandie, France métropolitaine, 27320, France"
2531,POINT (-45.083415 -23.433162),"Ubatuba, Região Imediata de Caraguatatuba-Ubatuba-São Sebastião, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, Brasil"
2532,POINT (-121.9977387 37.5916014),"Decoto Reservoir 1065-004 Dam, Fremont, Alameda County, California, 94536, United States"
2533,POINT EMPTY,
2534,POINT EMPTY,
2535,POINT EMPTY,
2536,POINT (-105.6739035 36.1986365),"Cerro Blanco, Taos County, New Mexico, 87579, United States"
2537,POINT (114.2111196 22.2676649),"畢拿山 Mount Butler, 香港島 Hong Kong Island, 香港 Hong Kong, 中国"
2538,POINT (-74.75288660542554 6.71822975),"Yalí, Nordeste, Antioquia, 052830, Colombia"
2539,POINT EMPTY,
2540,POINT EMPTY,
2541,POINT EMPTY,
2542,POINT EMPTY,
2543,POINT (-0.4587800741571181 51.46773895),"London Heathrow Airport, Eastchurch Road Roundabout, London Borough of Hillingdon, London, Greater London, England, TW6 1QB, United Kingdom"
2544,POINT (2.0263957 50.3645731),"Mont Blanc, Marconne, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62140, France"
2545,POINT EMPTY,
2546,POINT EMPTY,
2547,POINT EMPTY,
2548,POINT (-71.97927381639681 -13.5169353),"Ciudad del Cusco, Cusco, Distrito de Cusco, Cusco, 08001, Perú"
2549,POINT EMPTY,
2550,POINT EMPTY,
2551,POINT EMPTY,
2552,POINT EMPTY,
2553,POINT (-51.1595023 -23.3112878),"Londrina, Região Geográfica Imediata de Londrina, Região Geográfica Intermediária de Londrina, Paraná, Região Sul, Brasil"
2554,POINT (-35.3747339 -8.5066761),"Ribeirão, Região Geográfica Imediata de Escada-Ribeirão, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, Brasil"
2555,POINT (-70.6081655 9.3148173),"Valera, Parroquia Mercedes Díaz, Municipio Valera, Trujillo, 3101, Venezuela"
2556,POINT (-119.5932499 49.5003268),"Penticton, Regional District of Okanagan-Similkameen, British Columbia, Canada"
2557,POINT (-65.10349273379006 -28.1867818),"Represa del Estado, Departamento Guasayán, Santiago del Estero, G4238, Argentina"
2558,POINT (30.061111 -30.151389),"Ixopo, Ubuhlebezwe Local Municipality, Sisonke District Municipality, KwaZulu-Natal, South Africa"
2559,POINT EMPTY,
2560,POINT (-75.1635262 39.9527237),"Philadelphia, Philadelphia County, Pennsylvania, United States"
2561,POINT EMPTY,
2562,POINT EMPTY,
2563,POINT EMPTY,
2564,POINT EMPTY,
2565,POINT EMPTY,
2566,POINT (-43.0937117 -22.9202129),"Bay Office, 311, Avenida Quintino Bocaiúva, São Francisco, Região Praias da Baía, Niterói, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 24360-022, Brasil"
2567,POINT (-74.6412727 40.1153966),"Chesterfield Township, Burlington County, New Jersey, 08515, United States"
2568,POINT (-76.1132172 39.6029087),"Port Deposit, Cecil County, Maryland, United States"
2569,POINT EMPTY,
2570,POINT EMPTY,
2571,POINT (97.0979974 63.3233807),"Красноярский край, Сибирский федеральный округ, Россия"
2572,POINT EMPTY,
2573,POINT (-0.4278453 51.5775626),"Ruislip, Greater London, England, HA4 7TJ, United Kingdom"
2574,POINT EMPTY,
2575,POINT EMPTY,
2576,POINT EMPTY,
2577,POINT (-76.9694015528087 38.784824900000004),"Oxon Hill, Prince George's County, Maryland, 20745, United States"
2578,POINT EMPTY,
2579,POINT EMPTY,
2580,POINT EMPTY,
2581,POINT (-81.5302342 30.3883202),"Dame Point-Fulton Cut Off, Fort Caroline, Jacksonville, Duval County, Florida, United States"
2582,POINT EMPTY,
2583,POINT EMPTY,
2584,POINT (10.476264 43.588912),"Collesalvetti, Livorno, Toscana, Italia"
2585,POINT EMPTY,
2586,POINT (125.6080623 7.0648306),"Davao City, Davao Region, 8000, Philippines"
2587,POINT EMPTY,
2588,POINT (-144.128889 62.213889),"Mount Sanford, Copper River, Alaska, United States"
2589,POINT EMPTY,
2590,POINT (-75.2159368 4.4466742),"Villa Pinzón, Comuna 3 - San Simón, Perímetro Urbano Ibagué, Ibagué, Centro, Tolima, 730002, Colombia"
2591,POINT (9.1202731 42.2302979),"Monte Cardo, Venaco, Corte, Haute-Corse, Corse, France métropolitaine, 20231, France"
2592,POINT (149.12394248268777 -35.3034277),"High Commission of Papua New Guinea, 39-41, Forster Crescent, Yarralumla, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia"
2593,POINT (104.29383235 52.28979145),"Экспозиция военной техники, улица Карла Маркса, Правобережный округ, Правобережный административный округ, Иркутск, городской округ Иркутск, Иркутская область, Сибирский федеральный округ, 664026, Россия"
2594,POINT EMPTY,
2595,POINT EMPTY,
2596,POINT EMPTY,
2597,POINT EMPTY,
2598,POINT EMPTY,
2599,POINT (14.6122753 40.6496643),"Ravello, Salerno, Campania, Italia"
2600,POINT EMPTY,
2601,POINT (-77.5645607 39.1154506),"Leesburg, Loudoun County, Virginia, United States"
2602,POINT (40.45 35.0166667),"الميادين, ناحية الميادين, منطقة الميادين, محافظة دير الزور, سوريا"
2603,POINT EMPTY,
2604,POINT EMPTY,
2605,POINT (-80.6371513 28.106471),"Melbourne, Brevard County, Florida, United States"
2606,POINT (3.4203712 46.1239268),"Vichy, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03200, France"
2607,POINT EMPTY,
2608,POINT (-58.6217416 -34.6510527),"Morón, Partido de Morón, Buenos Aires, Argentina"
2609,POINT EMPTY,
2610,POINT (-58.7003173 -34.6982578),"Andes, Santa Anita, Libertad, Partido de Merlo, Buenos Aires, 1716, Argentina"
2611,POINT (-110.706401 38.3737755),"Hanksville, Wayne County, Utah, 84734, United States"
2612,POINT EMPTY,
2613,POINT EMPTY,
2614,POINT EMPTY,
2615,POINT EMPTY,
2616,POINT EMPTY,
2617,POINT (-83.2259803 35.3737111),"Sylva, Jackson County, North Carolina, United States"
2618,POINT (-112.1422341 37.618409),"Bryce Canyon, Tropic, Garfield County, Utah, United States"
2619,POINT EMPTY,
2620,POINT (-131.44598064067569 55.1407297),"Annette Island, Unorganized Borough, Alaska, 99926, United States"
2621,POINT (123.7398436 13.1387124),"Hands Off Advertising, Rizal Avenue, Cabagñan West, Ilawod Poblacion, Legazpi, Albay, Bicol Region, 4500, Philippines"
2622,POINT (-108.743907 35.5283506),"Gallup, McKinley County, New Mexico, 87301, United States"
2623,POINT EMPTY,
2624,POINT (-104.1932166 43.8508235),"Delaware Avenue, Newcastle, Weston County, Wyoming, 82715, United States"
2625,POINT (29.1637064 -27.4264699),"Vrede, Phumelela Local Municipality, Thabo Mofutsanyana District Municipality, Free State, 9835, South Africa"
2626,POINT (136.121524 51.6312684),"Хабаровский край, Дальневосточный федеральный округ, Россия"
2627,POINT (99.844017 54.599422),"Марга, Иргейское сельское поселение, Нижнеудинский район, Иркутская область, Сибирский федеральный округ, Россия"
2628,POINT EMPTY,
2629,POINT (114.36521487604794 22.3139519),"火石洲 Basalt Island, 伙頭墳村, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国"
2630,POINT EMPTY,
2631,POINT EMPTY,
2632,POINT (-46.03070425611907 -23.8068561),"Edifício Montego Bay, Largo Nautilus, Riviera, Bertioga, Região Imediata de Santos, Região Metropolitana da Baixada Santista, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 11262-015, Brasil"
2633,POINT (-76.88430810208973 38.693454849999995),"Brandywine, Prince George's County, Maryland, 20613, United States"
2634,POINT EMPTY,
2635,POINT (29.8739909 31.2025305),"Ras El Tin, شارع ميدان ابراهيم الاول, الإسكندرية, 21633, مصر"
2636,POINT EMPTY,
2637,POINT EMPTY,
2638,POINT (-73.6958069 40.8257072),"Port Washington, Town of North Hempstead, Nassau County, New York, United States"
2639,POINT EMPTY,
2640,POINT (-77.2 3.805),"Bahía de Buenaventura, Colombia"
2641,POINT EMPTY,
2642,POINT (-4.5591148 54.1936805),Isle of Man
2643,POINT (153.53044811991248 -28.170386),"Coolangatta, Gold Coast City, Queensland, Australia"
2644,POINT (175.0568162 -40.8698551),"Belvedere Avenue at Kapanui Road (near 101), Belvedere Avenue, Ferndale, Waikanae, Kāpiti Coast District, Wellington, 5036, New Zealand/Aotearoa"
2645,POINT EMPTY,
2646,POINT (7.7670995 45.0805149),"Superga, Torino, Piemonte, 10099, Italia"
2647,POINT EMPTY,
2648,POINT EMPTY,
2649,POINT EMPTY,
2650,POINT EMPTY,
2651,POINT (16.60138 41.2038753),"Off Street Cafè, Piazza Giuseppe Garibaldi, Villaggio Belgiovine, Molfetta, Bari, Puglia, 70056, Italia"
2652,POINT EMPTY,
2653,POINT (-118.6023247 34.2595715),"Chatsworth, Los Angeles, Los Angeles County, California, 91311, United States"
2654,POINT EMPTY,
2655,POINT EMPTY,
2656,POINT EMPTY,
2657,POINT (72.333333 30),"Vehari, پنجاب, 61100, پاکستان"
2658,POINT EMPTY,
2659,POINT (-76.4131097 40.7968393),"Mount Carmel, Northumberland County, Pennsylvania, 17851, United States"
2660,POINT EMPTY,
2661,POINT (-66.99667670060362 10.60316215),"Aeropuerto Internacional de Maiquetía Simón Bolívar, Calle 6, Ciudad Chávez, Playa Grande, Parroquia Urimare, Municipio Vargas, La Guaira, 1162, Venezuela"
2662,POINT (4.6290719 51.0037524),"Keerbergen, Leuven, Vlaams-Brabant, Vlaanderen, 3140, België / Belgique / Belgien"
2663,POINT (-0.3695247 51.5484582),"Northolt, Mandeville Road, London Borough of Ealing, London, Greater London, England, UB5 4AA, United Kingdom"
2664,POINT EMPTY,
2665,POINT EMPTY,
2666,POINT (-64.2010241 48.8562821),"Cap-des-Rosiers, Boulevard de Cap-des-Rosiers, Cap-des-Rosiers, Gaspé, La Côte-de-Gaspé, Gaspésie–Îles-de-la-Madeleine, Québec, G4X 6G7, Canada"
2667,POINT EMPTY,
2668,POINT (174.1356457795796 -41.3209311),"Te Whanganui / Port Underwood, Marlborough, New Zealand/Aotearoa"
2669,POINT (-67.22182660332874 10.5390525),"La Guaira, Venezuela"
